home_team,away_team,home_score,away_score,winner
DET,GB,24,44,GB
DAL,KC,52,20,DAL
BAL,CIN,17,52,CIN
PHI,CHI,31,38,CHI
CAR,LV,14,20,LV
CLE,SF,28,51,SF
IND,HOU,10,21,HOU
MIA,NO,15,31,NO
NYJ,ATL,21,33,ATL
TB,ARI,28,34,ARI
TEN,JAX,26,49,JAX
SEA,MIN,38,10,SEA
LAC,LV,44,37,LAC
PIT,BUF,28,38,BUF
WAS,DEN,42,30,WAS
NE,NYG,30,21,NE
