home_team,away_team,home_score,away_score,winner
GB,WAS,24,28,WAS
BAL,CLE,24,31,CLE
CIN,JAX,44,21,CIN
DAL,NYG,52,42,DAL
DET,CHI,24,20,DET
MIA,NE,10,48,NE
NO,SF,34,35,SF
NYJ,BUF,42,51,BUF
PIT,SEA,31,37,SEA
TEN,LAR,31,21,TEN
ARI,CAR,45,28,ARI
IND,DEN,24,41,DEN
KC,PHI,24,28,PHI
MIN,ATL,19,61,ATL
HOU,TB,21,36,TB
LV,LAC,31,35,LAC
