home_team,away_team,home_score,away_score,winner
WAS,DAL,48,17,WAS
MIN,DET,20,38,DET
KC,DEN,34,7,KC
CLE,PIT,28,27,CLE
IND,JAX,14,28,JAX
MIA,TB,25,24,MIA
NYJ,NE,27,31,NE
TEN,NO,28,14,TEN
BUF,PHI,17,41,PHI
SF,CHI,30,69,CHI
ATL,LAR,31,37,LAR
CAR,SEA,28,59,SEA
CIN,ARI,41,34,CIN
GB,BAL,21,35,BAL
LAC,HOU,41,34,LAC
LV,NYG,21,10,LV
